Index,IUPAC
314,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
315,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
316,GlcNAc(b1-3)Man(b1-Sp10
317,GlcNAc(b1-4)GlcNAc(b1-Sp10
318,GlcNAc(b1-4)GlcNAc(b1-Sp12
319,MurNAc(b1-4)GlcNAc(b1-Sp10
320,Man(a1-6)Man(b1-Sp10
321,Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10
322,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9
323,Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9
324,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14
325,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
326,Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14
327,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
328,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
329,GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
330,Neu5Ac(a2-8)Neu5Ac(b1-Sp17
331,Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8
332,Neu5Gc(b2-6)Gal(b1-4)GlcNAc(b1-Sp8
333,Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
334,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
335,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
336,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
337,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0"
338,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0"
339,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0
340,Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0
341,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0
342,Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0
343,GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0
344,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0
345,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0
346,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(b1-Sp14
347,GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0
348,GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0
349,GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0
350,GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0
351,GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0
352,GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0
353,GlcNAc(a1-4)Gal(b1-3)GalNAc(b1-Sp14
354,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
355,Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
356,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
357,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
358,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
359,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
360,Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
361,GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
362,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
363,Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
364,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
365,(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0
366,KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0
367,KDN(a2-6)Gal(b1-4)GlcNAc(b1-Sp0
368,KDN(a2-3)Gal(b1-4)Glc(b1-Sp0
369,KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14
370,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
371,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
372,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
373,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
374,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
375,Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
376,Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-Sp21
377,Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
378,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
379,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
380,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
381,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
382,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
383,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
384,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20
385,Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
386,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14
387,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14
388,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14
389,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
390,Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0
391,Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0
392,Gal(b1-3)GlcNac(b1-3)Gal(b1-4)GlcNac(b1-6)[Gal(b1-3)GlcNac(b1-3)]Gal(b1-4)Glc(b1-Sp0
393,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21 
394,Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
395,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
396,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21 
397,Gal(b1-4)GlcNac(b1-6)[Gal(b1-4)GlcNac(b1-2)]Man(a1-6)[Gal(b1-4)GlcNac(b1-4)[Gal(b1-4)GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp21
398,GlcNac(b1-2)Man(a1-6)[GlcNac(b1-4)[GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNa(c1-Sp21
399,Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0
400,Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0
401,Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14
402,GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14
403,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0
404,Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
405,Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
406,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
407,GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
408,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12
409,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14
410,Fuc(a1-2)Gal(b1-4)GlcNac(b1-3)GalNac(a1-Sp14
411,Gal(b1-4)[Fuc(a1-3)]GlcNac(b1-3)GalNac(a1-Sp14
412,GalNac(a1-3)GalNac(b1-3)Gal(a1-4)Gal(b1-4)GlcNac(b1-Sp0
413,Gal(a1-4)Gal(b1-3)GlcNac(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-3)GlcNac(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp19
414,Gal(a1-4)Gal(b1-4)GlcNac(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-4)GlcNac(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp24
415,Gal(a1-3)Gal(b1-4)GlcNac(b1-3)GalNac(a1-Sp14
416,Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0
417,Gal(b1-3)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0
418,GalNAc(b1-3)Gal(a1-6)Gal(b1-4)Glc(b1-Sp8
419,GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14
420,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp21
421,Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
422,Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0
423,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0
424,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14
425,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14
426,GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0
427,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14
428,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(b1-Sp14
429,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(b1-Sp14
430,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
431,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
432,GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
433,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14
434,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14
435,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14
436,Gal(a1-3)Gal(b1-3)GlcNAc(b1-3)GalNAc(b1-Sp14
437,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
438,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
439,Gal(b1-3)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
440,Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
441,Fuc(a1-3)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
442,GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNA(c1-Sp21
443,GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
444,GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
445,GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
446,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
447,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
448,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
449,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
450,Gal(a1-3)Gal(b1-4)Glc(b1-Sp10
451,Gal(b1-4)Gal(b1-Sp10
452,Gal(b1-6)Gal(b1-Sp10
453,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-Sp8
454,GalNAc(b1-6)GalNAc(b1-Sp8
455,(6S)Gal(b1-3)GlcNAc(b1-Sp0
456,(6S)Gal(b1-3)(6S)GlcNAc(1-Sp0
457,Fuc(a1-2)Gal(b1-4) GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-N
458,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-N
459,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)GalNAc(b1-Sp14
460,Gal(b1-4)GlcNAc(b1-6)GalNAc(b1-Sp14
461,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)GalNAc(b1-Sp14
462,Gal(b1-4)GlcNAc(b1-2)Man(a1-Sp0
463,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]GalNAc(b1-Sp14
464,Gal(a1-3)Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Gal(a1-3)Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]GalNA(c1-Sp14
465,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)]GalNAc(b1-Sp14
466,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0
467,GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp0
468,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
469,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
470,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21
471,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22
472,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19
473,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
474,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
475,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
476,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
477,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
478,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21
