ancient,old,new,Human DC-Sigh-AF488 200ug/ml Slide#15317 CFG#2569 v5.0 Alexa488 3/28/12 HJ,Human DC-Sign-R-AF488 200ug/ml Slide#15318 CFG#2569 v5.0 Alexa488 3/28/12 HJ,Human DC-Sign-tetramer 200ug/ml Slide#15320 CFG#2569 v5.0 Alexa488 3/29/12 HJ,Human-DC-Sign-R-Tetramer 200ug/ml Slide#15321 CFG#2569 v5.0 Alexa488 3/29/12 HJ,Human DC-Sign(Gal) (200ug/mL) Slide#11435 CFG#1874 v4.1 Alexa488 2/4/10 Hong
GalNAcβ1-4GlcNAcβ-Sp8,GalNAcb1-4GlcNAcb-Sp8,GalNAcb1-4GlcNAcb-Sp8,144.94560000000013,65.01247499999997,51.923125,287.85354999999987,2.6395
Galα1-2Galβ-Sp8,Gala1-2Galb-Sp8,Gala1-2Galb-Sp8,20.685675,184.853125,16.946375,16.41705,6.1006
Galα1-3(Fucα1-2)Galβ1-3GlcNAcβ-Sp0,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp0,31.222775,25.01837500000001,8.514450000000004,69.99252500000001,7.060224999999999
Galα1-3(Fucα1-2)Galβ1-3GlcNAcβ-Sp8,,Gala1-3(Fuca1-2)Galb1-3GlcNAcb-Sp8,83.32727499999999,100.46085,41.40935,491.38015,-1.7334749999999977
Galα1-3(Fucα1-2)Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,21.3167,102.01402499999998,29.502150000000004,100.93220000000002,6.673199999999998
Galα1-3(Fucα1-2)Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,,Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8,44.849125,356.968,111.99145,138.742575,0.9855250000000008
Galα1-3(Fucα1-2)Galβ1-4GlcNAc-Sp0,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,7.459075000000002,243.434325,29.944825000000005,243.73167499999997,4.1242
Galα1-3(Fucα1-2)Galβ1-4Glcβ-Sp0,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,57.29872499999999,62.92547500000001,27.820075000000006,23.559249999999995,3.2611999999999988
Galα1-3(Fucα1-2)Galβ-Sp8,Gala1-3(Fuca1-2)Galb-Sp8,Gala1-3(Fuca1-2)Galb-Sp8,57.82245,156.71339999999995,59.72994999999999,9.591225,2.360850000000001
Galα1-3(Fucα1-2)Galβ-Sp18,Gala1-3(Gala1-4)Galb1-4GlcNAcb-Sp8,Gala1-3(Fuca1-2)Galb-Sp18,932.721575,124.90265,605.231675,34.55380000000001,6.946624999999999
Galα1-3(Galα1-4)Galβ1-4GlcNAcβ-Sp8,Gala1-3GalNAca-Sp8,Gala1-4(Gala1-3)Galb1-4GlcNAcb-Sp8,74.58795000000003,86.57057499999996,44.615375,83.96347499999995,5.687725000000002
Galα1-3GalNAcα-Sp8,,Gala1-3GalNAca-Sp8,56.7987,157.995575,31.39599999999999,75.30267500000002,5.313775000000003
Galα1-3GalNAcα-Sp16,Gala1-3GalNAca-Sp16,Gala1-3GalNAca-Sp16,23.80947500000001,44.33702499999998,8.948349999999998,459.6859,2.815625
Galα1-3GalNAcβ-Sp8,Gala1-3GalNAcb-Sp8,Gala1-3GalNAcb-Sp8,18.4521,71.04430000000002,14.219624999999995,13.539125000000006,2.6740500000000007
Galα1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,43.390075,30.366975,12.975074999999995,15.241349999999995,10.58655
Galα1-3Galβ1-3GlcNAcβ-Sp0,Gala1-3Galb1-3GlcNAcb-Sp0,Gala1-3Galb1-3GlcNAcb-Sp0,16.201275,298.165475,20.500950000000003,533.814225,-0.86625
Galα1-3Galβ1-4GlcNAcβ-Sp8,Gala1-3Galb1-4GlcNAcb-Sp8,Gala1-3Galb1-4GlcNAcb-Sp8,32.810675,25.914625,18.2778,106.128925,7.564224999999999
Galα1-3Galβ1-4Glcβ-Sp0,Gala1-3Galb1-4Glcb-Sp0,Gala1-3Galb1-4Glcb-Sp0,12.096225,11.159800000000004,12.189250000000005,50.536025,9.847375
,,Gala1-3Galb1-4Glc-Sp10,12.422250000000002,111.812425,11.038725,30.46384999999998,
Galα1-3Galβ-Sp8,Gala1-3Galb-Sp8,Gala1-3Galb-Sp8,8.21375,9.012675000000002,4.7364,10.455675000000003,4.538699999999999
Galα1-4(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,95.6257,158.378,45.88060000000002,133.50979999999998,5.386024999999999
Galα1-4Galβ1-4GlcNAcβ-Sp0,Gala1-4Galb1-4GlcNAcb-Sp0,Gala1-4Galb1-4GlcNAcb-Sp0,44.775199999999984,98.36905000000002,13.53315,175.468575,6.287425
Galα1-4Galβ1-4GlcNAcβ-Sp8,Gala1-4Galb1-4GlcNAcb-Sp8,Gala1-4Galb1-4GlcNAcb-Sp8,20.15995,159.90409999999997,16.798125,54.20012500000002,1.2873249999999992
Galα1-4Galβ1-4Glcβ-Sp0,Gala1-4Galb1-4Glcb-Sp0,Gala1-4Galb1-4Glcb-Sp0,0.5977750000000128,52.310225,6.616649999999992,40.817825000000035,1.3446250000000006
Galα1-4GlcNAcβ-Sp8,Gala1-4GlcNAcb-Sp8,Gala1-4GlcNAcb-Sp8,15.322225,15.339775,14.24175,18.494525000000007,0.6558250000000001
Galα1-6Glcβ-Sp8,Gala1-6Glcb-Sp8,Gala1-6Glcb-Sp8,13.956649999999994,168.83099999999996,15.532274999999998,20.488150000000005,10.3203
Galβ1-2Galβ-Sp8,Galb1-2Galb-Sp8,Galb1-2Galb-Sp8,24.186100000000003,29.77924999999999,17.38705,27.442225,1.552575
Galβ1-3(Fucα1-4)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,203.978725,115.34935000000002,371.230375,83.00209999999998,7.285525
Galβ1-3(Fucα1-4)GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4GlcNAcb-Sp0,,,,,3.0854250000000008
Galβ1-3(Fucα1-4)GlcNAcβ-Sp0,Galb1-3(Fuca1-4)GlcNAcb-Sp0,Galb1-3(Fuca1-4)GlcNAc-Sp0 ,247.412075,17.756875,377.132875,31.178175,5.4475
Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,Galb1-3(Fuca1-4)GlcNAc-Sp8,Galb1-3(Fuca1-4)GlcNAc-Sp8 ,678.196,103.5637,1390.24625,334.6233000000001,3.821774999999999
Galβ1-3(Fucα1-4)GlcNAc-Sp8,Galb1-3(Fuca1-4)GlcNAcb-Sp8,Fuca1-4(Galb1-3)GlcNAcb-Sp8,1011.874725,103.79854999999998,729.0528,217.1535,0.5098000000000003
Galβ1-4GlcNAcβ1-6GalNAcα-Sp8,Galb1-4GlcNAcb1-6GalNAca-Sp8,Galb1-4GlcNAcb1-6GalNAca-Sp8,24.412375,95.24357499999998,41.11465,120.1825,51.49845
,,Galb1-4GlcNAcb1-6GalNAc-Sp14,49.394725,42.033000000000015,36.623625,72.08,
Galβ1-3(GlcNAcβ1-6)GalNAcα-Sp8,Galb1-3(GlcNAcb1-6)GalNAca-Sp8,GlcNAcb1-6(Galb1-3)GalNAca-Sp8 ,30.904399999999995,97.481925,32.079849999999986,79.34442500000003,2.7254750000000003
Galβ1-3(GlcNAcβ1-6)GalNAc-Sp14,Galb1-3(GlcNAcb1-6)GalNAc-Sp14,GlcNAcb1-6(Galb1-3)GalNAca-Sp14,6.96945,201.833775,10.074450000000002,81.37157499999998,8.696324999999995
Galβ1-3(Neu5Acα2-6)GalNAcα-Sp8,Galb1-3(Neu5Aca2-6)GalNAca-Sp8,Neu5Aca2-6(Galb1-3)GalNAca-Sp8,27.73560000000001,172.16932499999996,12.733824999999996,50.92845000000002,9.863924999999998
Galβ1-3(Neu5Acα2-6)GalNAcα-Sp14,Galb1-3(Neu5Aca2-6)GalNAca-Sp14,Neu5Aca2-6(Galb1-3)GalNAca-Sp14,21.266000000000005,83.745675,11.8731,47.69017500000001,6.932174999999999
Galβ1-3(Neu5Acβ2-6)GalNAcα-Sp8,Galb1-3(Neu5Acb2-6)GalNAca-Sp8,Neu5Acb2-6(Galb1-3)GalNAca-Sp8,73.974375,226.94625,11.607924999999994,104.77134999999998,1.341775000000002
Galβ1-3(Neu5Acα2-6)GlcNAcβ1-4Galβ1-4Glcβ-Sp10,Galb1-3(Neu5Aca2-6)GlcNAcb1-4Galb1-4Glcb-Sp10,Neu5Aca2-6(Galb1-3)GlcNAcb1-4Galb1-4Glcb-Sp10,10.015425,60.12675,33.546775000000004,31.96674999999999,2.1081749999999992
Galβ1-3GalNAcα-Sp8,Galb1-3GalNAca-Sp8,Galb1-3GalNAca-Sp8,12.401974999999998,10.391725,14.959600000000002,66.57130000000001,10.258175
Galβ1-3GalNAcα-Sp14,,Galb1-3GalNAca-Sp14,13.360274999999998,44.79295000000001,15.732025,26.266800000000003,4.5086499999999985
Galβ1-3GalNAcα-Sp16,Galb1-3GalNAca-Sp16,Galb1-3GalNAca-Sp16,19.101075,9.831375000000003,22.87452500000001,36.47255,7.116225000000003
Galβ1-3GalNAcβ-Sp8,Galb1-3GalNAcb-Sp8,Galb1-3GalNAcb-Sp8,39.472925,17.906549999999996,55.794225,43.15665,8.127400000000002
Galβ1-3GalNAcβ1-3Galα1-4Galβ1-4Glcβ-Sp0,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,32.73645,117.1666,27.1318,77.65839999999997,11.162450000000002
Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4Glcβ-Sp0,Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,0.9336249999999984,30.32582500000001,21.509650000000025,92.77180000000004,5.6935
Galβ1-3GalNAcβ1-4Galβ1-4Glcβ-Sp8,Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8,Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8,79.2875,59.5596,33.457975000000005,206.26147500000008,0.6792999999999996
Galβ1-3Galβ-Sp8,Galb1-3Galb-Sp8,Galb1-3Galb-Sp8,15.6314,12.097575,14.3049,17.658375,2.1016749999999997
Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,15.023125,68.74632500000004,21.346975,16.5625,3.4857499999999995
Galβ1-3GlcNAcβ1-3Galβ1-4Glcβ-Sp10,Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,13.590600000000006,22.568550000000005,14.199075,37.090625,4.97175
Galβ1-3GlcNAcβ-Sp0,Galb1-3GlcNAcb-Sp0,Galb1-3GlcNAcb-Sp0,15.383949999999995,59.00132500000001,12.93565,18.90565,1.7092750000000017
Galβ1-3GlcNAcβ-Sp8,Galb1-3GlcNAcb-Sp8,Galb1-3GlcNAcb-Sp8,13.112225000000002,27.679375,4.891350000000001,66.23057499999999,9.7479
Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb-Sp0,285.01787499999995,23.230825000000006,141.66757500000003,30.221850000000003,9.560275
Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,Galb1-4(Fuca1-3)GlcNAcb-Sp8,Galb1-4(Fuca1-3)GlcNAcb-Sp8,489.52960000000013,148.51375,650.279125,219.00525000000005,4.537649999999998
Galβ1-4(Fucα1-3)GlcNAcβ1-4Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,1396.95645,148.35702500000005,1164.922925,154.53877500000004,6.6711750000000025
Galβ1-4(Fucα1-3)GlcNAcβ1-4Galβ1-4(Fucα1-3)GlcNAcβ1-4Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb1-4Galb1-4(Fuca1-3)GlcNAcb-Sp0,3935.382725,101.296625,4754.394324999998,98.56135,-1.2113250000000004
Galβ1-4[6OSO3]Glcβ-Sp0,Galb1-4[6OSO3]Glcb-Sp0,Galb1-4(6S)Glcb-Sp0,8.0293,33.785599999999995,30.45552500000001,21.071099999999987,1.4246749999999997
Galβ1-4[6OSO3]Glcβ-Sp8,Galb1-4[6OSO3]Glcb-Sp8,Galb1-4(6S)Glcb-Sp8,15.924225,10.517349999999992,23.762325,23.768975,6.8266750000000025
Galβ1-4GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,27.1041,127.25005000000002,10.782975,109.48525,3.960875
Galβ1-4GalNAcβ1-3(Fucα1-2)Galβ1-4GlcNAcβ-Sp8,Galb1-4GalNAcb1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,Galb1-4GalNAcb1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,41.76582499999999,102.42507500000002,8.510674999999999,15.612100000000005,10.5591
Galβ1-4GlcNAcβ1-3GalNAcα-Sp8,Galb1-4GlcNAcb1-3GalNAca-Sp8,Galb1-4GlcNAcb1-3GalNAca-Sp8,25.338175,265.62895,13.137100000000002,187.2847500000001,8.867175
Galβ1-4GlcNAcβ1-3GalNAcα-Sp14,Galb1-4GlcNAcb1-3GalNAc-Sp14,Galb1-4GlcNAcb1-3GalNAc-Sp14,40.16612500000001,29.756300000000003,19.985049999999994,32.132475,-0.4808749999999984
Galβ1-4GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ1-3Galβ1-4(Fucα1-3)GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,18.402774999999995,152.700575,50.45445,317.73095,10.2275
Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,20.295199999999994,60.67002499999998,11.495,83.2225,4.45095
Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,17.989900000000006,162.94932500000004,20.976099999999988,124.27630000000003,2.481774999999997
Galβ1-4GlcNAcβ1-3Galβ1-4Glcβ-Sp0,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,5.166049999999999,51.615125000000006,29.844624999999994,66.01737499999999,4.5726
Galβ1-4GlcNAcβ1-3Galβ1-4Glcβ-Sp8,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8,Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8,35.20152499999999,32.95935,47.25585,198.10865,5.166950000000002
Galβ1-4GlcNAcβ1-6(Galβ1-3)GalNAcα-Sp8,Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,39.786225,121.95287500000003,49.0628,139.25525000000005,9.249175
Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcα-Sp8,Galb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8,,,,,,4.1831
Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAc-Sp14,Galb1-3(Galb1-4GlcNAcb1-6)GalNAc-Sp14,Galb1-4GlcNAcb1-6(Galb1-3)GalNAc-Sp14,6.184600000000001,99.723125,10.12095,42.200825,3.3783499999999997
Galβ1-4GlcNAcβ-Sp0,Galb1-4GlcNAcb-Sp0,Galb1-4GlcNAcb-Sp0,19.749100000000006,23.092275,22.62547500000001,17.02955,4.7875250000000005
Galβ1-4GlcNAcβ-Sp8,Galb1-4GlcNAcb-Sp8,Galb1-4GlcNAcb-Sp8,15.734099999999998,241.86445000000003,30.67110000000001,29.493574999999996,4.249049999999999
,,Galb1-4GlcNAcb-Sp23,13.8966,244.714725,13.589025,219.48367500000003,
Galβ1-4Glcβ-Sp0,Galb1-4Glcb-Sp0,Galb1-4Glcb-Sp0,12.266224999999995,72.83457499999999,13.294825000000005,62.25580000000001,1.5101000000000004
Galβ1-4Glcβ-Sp8,Galb1-4Glcb-Sp8,Galb1-4Glcb-Sp8,28.993050000000004,15.680124999999995,11.677625,17.43365,2.076925
GlcNAcα1-3Galβ1-4GlcNAcβ-Sp8,GlcNAca1-3Galb1-4GlcNAcb-Sp8,GlcNAca1-3Galb1-4GlcNAcb-Sp8,86.93354999999998,92.346275,75.18314999999998,587.686675,7.7889
GlcNAcα1-6Galβ1-4GlcNAcβ-Sp8,GlcNAca1-6Galb1-4GlcNAcb-Sp8,GlcNAca1-6Galb1-4GlcNAcb-Sp8,30.745175,390.77460000000013,36.07740000000001,441.72007500000007,32.041000000000004
GlcNAcβ1-2Galβ1-3GalNAcα-Sp8,GlcNAcb1-2Galb1-3GalNAca-Sp8,GlcNAcb1-2Galb1-3GalNAca-Sp8,78.800775,244.470125,42.46339999999999,96.80145000000002,7.021574999999998
GlcNAcβ1-3(GlcNAcβ1-6)GalNAcα-Sp8,GlcNAcb1-3(GlcNAcb1-6)GalNAca-Sp8,GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp8,39.9533,168.55052500000005,8.308225,150.553475,1.918175
GlcNAcβ1-3(GlcNAcβ1-6)Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-3(GlcNAcb1-6)Galb1-4GlcNAcb-Sp8,GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp14,125.12799999999999,374.25135,11.143125,103.67012500000007,3.1163250000000007
,,GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAcb-Sp8,28.545950000000005,21.494975000000004,26.645674999999994,227.798225,
GlcNAcβ1-3GalNAcα-Sp8,GlcNAcb1-3GalNAca-Sp8,GlcNAcb1-3GalNAca-Sp8,28.220025,7.926449999999988,48.194275,26.28280000000001,2.217225
GlcNAcβ1-3GalNAcα-Sp14,GlcNAcb1-3GalNAca-Sp14,GlcNAcb1-3GalNAca-Sp14,50.93212499999999,90.8939,21.4568,255.1551000000001,3.7730000000000015
GlcNAcβ1-3Galβ-Sp8,GlcNAcb1-3Galb-Sp8,GlcNAcb1-3Galb-Sp8,11.98355,195.64977500000006,8.775950000000002,47.99847499999999,4.777624999999997
GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,GlcNAcb1-3Galb1-4GlcNAcb-Sp0,GlcNAcb1-3Galb1-4GlcNAcb-Sp0,22.67397500000001,187.691825,43.07647499999999,160.13245,7.20495
GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-3Galb1-4GlcNAcb-Sp8,GlcNAcb1-3Galb1-4GlcNAcb-Sp8,129.2281,83.97932499999997,41.976125,410.039425,3.288250000000001
GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ-Sp0,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,34.19352500000001,297.5302000000001,54.2631,274.86322500000006,0.8187750000000005
GlcNAcβ1-3Galβ1-4Glcβ-Sp0,GlcNAcb1-3Galb1-4Glcb-Sp0,GlcNAcb1-3Galb1-4Glcb-Sp0,23.895650000000003,96.97684999999998,32.31285,75.95605000000002,1.1258
GlcNAcβ1-4-MDPLys,GlcNAcb1-4-MDPLys,GlcNAcb1-4-MDPLys,56.5277,92.199025,32.9319,110.209,-0.02755000000000063
GlcNAcβ1-4(GlcNAcβ1-6)GalNAcα-Sp8,GlcNAcb1-4(GlcNAcb1-6)GalNAca-Sp8,GlcNAcb1-6(GlcNAcb1-4)GalNAca-Sp8,29.95552499999999,77.69197500000001,85.23285,45.8117,4.832975000000003
GlcNAcβ1-4Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-4Galb1-4GlcNAcb-Sp8,GlcNAcb1-4Galb1-4GlcNAcb-Sp8,52.883875,40.196225,25.767675,405.116625,5.005649999999998
GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4β-Sp8,(GlcNAcb1-4)6b-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,10.219125000000004,114.13527500000004,26.256525,545.6653249999998,4.540675000000002
GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,(GlcNAcb1-4)5b-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,10.9157,55.257525,51.04895000000001,24.80435,3.665399999999998
GlcNAcβ1-4GlcNAcβ1-4GlcNAcβ-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8,GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8,35.10325,82.20345,33.698925,111.6026,6.322400000000001
GlcNAcβ1-6(Galβ1-3)GalNAcα-Sp8,GlcNAcb1-6(Galb1-3)GalNAca-Sp8,,,,,,7.849024999999998
GlcNAcβ1-6GalNAcα-Sp8,GlcNAcb1-6GalNAca-Sp8,GlcNAcb1-6GalNAca-Sp8,15.413624999999987,237.75,36.99584999999999,257.728475,4.0443250000000015
GlcNAcβ1-6GalNAcα-Sp14,GlcNAcb1-6GalNAca-Sp14,GlcNAcb1-6GalNAca-Sp14,56.661974999999984,149.892,44.378925,344.6190749999999,5.044025
GlcNAcβ1-6Galβ1-4GlcNAcβ-Sp8,GlcNAcb1-6Galb1-4GlcNAcb-Sp8,GlcNAcb1-6Galb1-4GlcNAcb-Sp8,11.2116,289.68524999999994,14.409375,132.22134999999997,2.710350000000002
Glcα1-4Glcβ-Sp8,Glca1-4Glcb-Sp8,Glca1-4Glcb-Sp8,8.331925000000002,134.16192499999985,24.44915,37.79795,2.1388249999999966
Glcα1-4Glcα-Sp8,Glca1-4Glca-Sp8,Glca1-4Glca-Sp8,15.4526,116.11292499999998,14.83025,32.129549999999995,11.887274999999995
Glcα1-6Glcα1-6Glcβ-Sp8,Glca1-6Glca1-6Glcb-Sp8,Glca1-6Glca1-6Glcb-Sp8,37.2506,217.56924999999995,22.126275,43.2381,5.264400000000002
Glcβ1-4Glcβ-Sp8,Glcb1-4Glcb-Sp8,Glcb1-4Glcb-Sp8,15.997674999999996,41.31730000000001,10.226625000000002,128.95077499999996,1.890975000000001
Glcβ1-6Glcβ-Sp8,Glcb1-6Glcb-Sp8,Glcb1-6Glcb-Sp8,17.272425,140.75732499999995,11.244550000000006,162.66915000000003,1.5774750000000015
G-ol-Sp8,G-ol-Sp8,G-ol-Sp8,16.761325,29.582825,18.676075,20.224850000000004,3.498649999999996
GlcAα-Sp8,GlcAa-Sp8,GlcAa-Sp8,7.54785,25.7301,21.094175,18.170999999999992,3.393075
GlcAβ-Sp8,GlcAb-Sp8,GlcAb-Sp8,14.602125,19.027975,34.209975,23.691575,4.7045750000000055
GlcAβ1-3Galβ-Sp8,GlcAb1-3Galb-Sp8,GlcAb1-3Galb-Sp8,12.311050000000002,9.92735,18.042025,49.67,8.835
GlcAβ1-6Galβ-Sp8,GlcAb1-6Galb-Sp8,GlcAb1-6Galb-Sp8,18.119675,22.26675,19.960675,76.87760000000003,4.841875
KDNα2-3Galβ1-3GlcNAcβ-Sp0,KDNa2-3Galb1-3GlcNAcb-Sp0,KDNa2-3Galb1-3GlcNAcb-Sp0,14.106325,53.194624999999974,23.05135,14.727625000000007,18.215575
KDNα2-3Galβ1-4GlcNAcβ-Sp0,KDNa2-3Galb1-4GlcNAcb-Sp0,KDNa2-3Galb1-4GlcNAcb-Sp0,33.370675,20.922875,13.920474999999998,47.34932500000001,2.3672249999999995
Manα1-2Manα1-2Manα1-3Manα-Sp9,Mana1-2Mana1-2Mana1-3Mana-Sp9,Mana1-2Mana1-2Mana1-3Mana-Sp9,85.785125,277.20675,3.8201250000000018,118.5486,3.8457500000000007
Manα1-2Manα1-3(Manα1-2Manα1-6)Manα-Sp9,Mana1-2Mana1-3(Mana1-2Mana1-6)Mana-Sp9,Mana1-2Mana1-6(Mana1-2Mana1-3)Mana-Sp9,1012.19095,175.873675,146.5911,114.57195000000004,3.2290250000000014
Manα1-2Manα1-3Manα-Sp9,Mana1-2Mana1-3Mana-Sp9,Mana1-2Mana1-3Mana-Sp9,37.7076,82.2224,71.36622499999999,128.24509999999998,9.090125
Manα1-6(Manα1-2Manα1-3)Manα1-6(Manα1-2Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-6[Mana1-2Mana1-3]Mana1-6[Mana1-2Mana1-3]Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,19.882050000000003,32.48375,59.64169999999999,400.322675,1.7972499999999982
Manα1-2Manα1-6(Manα1-3)Manα1-6(Manα1-2Manα1-2Manα1-3)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12,Mana1-2Mana1-6(Mana1-3)Mana1-6[Mana1-2Mana1-2Mana1-3]Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,77.53347500000002,57.72507499999999,557.9671249999999,325.8782,0.9491750000000004
